8901233022055,Cadbury Dairy Milk Silk Roast Almond 137g,Mars International India,Number,160,,,,,,,
8901233022048,Cadbury Dairy Milk Silk Fruit & Nut 137g,Mars International India,Number,160,,,,,,,
8901233021744,Cadbury Bournville Cranberry 80g,Mars International India,Number,99,,,,,,,
8901233021720,Cadbury Bournville Raisin & Nut 80g,Mars International India,Number,99,,,,,,,
8901233021706,Cadbury Bournville Rich Cocoa 50% Dark 80g,Mars International India,Number,99,,,,,,,
8901719106538,Hide & Seek Biscuits Cashew Butter-American Style 150g,Parle Biscuits Pvt Ltd,Number,25,1905,18,,,,,Arnav
8901719106521,Hide & Seek Biscuits Butter-American Style 91.74g,Parle Biscuits Pvt Ltd,Number,10,1905,18,,,,,Arnav
8901719106583,Hide & Seek Biscuits Butter-American Style 200g,Parle Biscuits Pvt Ltd,Number,20,1905,18,,,,,Arnav
8901719106514,Hide & Seek Biscuits Cashew Butter-American Style 66.72g,Parle Biscuits Pvt Ltd,Number,10,1905,18,,,,,Arnav
8901663003044,Gala Shergrip Sink Brush,Freudenberg Gala Household Products Pvt Ltd,Number,76,96039000,18,9,9,,,
1111111111113,Onion,Local,Kg,16,7031010,0,0,0,0,,
8904246911477,Priya Mango Thokku Pickle (With Garlic) 500g,Ushodaya Enterprises Pvt Ltd,Number,113,,,,,,,
8904246911491,Priya Mixed Vegetable Pickle (With Garlic) 500g,Ushodaya Enterprises Pvt Ltd,Number,105,,,,,,,
8904246910128,Priya Cut Mango Pickle (With Garlic) 300g,Ushodaya Enterprises Pvt Ltd,Number,70,,,,,,,
8904246911071,Priya Mango Thokku Pickle (With Garlic) 60g,Ushodaya Enterprises Pvt Ltd,Number,10,,,,,,,
8904246911002,Priya Mango Avakaya Pickle (With Garlic) 60g,Ushodaya Enterprises Pvt Ltd,Number,10,,,,,,,
8904246911019,Priya Mango Tomato Pickle (With Garlic) 60g,Ushodaya Enterprises Pvt Ltd,Number,10,,,,,,,
8902080013272,Tropicana Litchi Delight- 1Ltr,Pepsico India Holdings Pvt Ltd,Number,99,,,,,,,
8902080013265,Tropicana Guava Delight- 1Ltr,Pepsico India Holdings Pvt Ltd,Number,99,,,,,,,
8902080013296,Tropicana Orange Delight- 1Ltr,Pepsico India Holdings Pvt Ltd,Number,99,,,,,,,
8902080013302,Tropicana Apple Delight- 1Ltr,Pepsico India Holdings Pvt Ltd,Number,99,,,,,,,
8902080013395,Tropicana Mixed Fruit Delight- 1Ltr,Pepsico India Holdings Pvt Ltd,Number,99,,,,,,,
8901491100533,Kurkure Chilli Chatka- 106.6g,Pepsico India Holdings Pvt Ltd,Number,20,,,,,,,
8901491100519,Kurkure Masala Munch- 100g,Pepsico India Holdings Pvt Ltd,Number,20,,,,,,,
8901491365871,Kurkure Masala Munch- 155g,Pepsico India Holdings Pvt Ltd,Number,30,,,,,,,
8901491366052,Kurkure Puff Corn Yummy Cheese- 60g,Pepsico India Holdings Pvt Ltd,Number,20,,,,,,,
8901719102929,Parle's Wafers Tangy Tomato-85g,Parle Biscuits Pvt Ltd,Number,30,,,,,,,
8901491981835,Lay's India's Magic Masala-95g,Pepsico India Holdings Pvt Ltd,Number,35,,,,,,,
